#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	conn
#open	2023-04-22-07-40-37
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	proto	service	duration	orig_bytes	resp_bytes	conn_state	local_orig	local_resp	missed_bytes	history	orig_pkts	orig_ip_bytes	resp_pkts	resp_ip_bytes	tunnel_parents
#types	time	string	addr	port	addr	port	enum	string	interval	count	count	string	bool	bool	count	string	count	count	count	count	set[string]
1679466334.914749	CMf2vb3pCYC1YTxn9e	192.168.177.25	59349	173.194.222.94	443	tcp	-	0.306858	0	73	SF	-	-	0	^dFfA	3	120	2	153	-
1679466335.303840	CqWYkX1bmZ0rpLHm94	fe80::ec8e:f796:f016:6de7	52850	ff02::1:3	5355	udp	dns	0.420012	66	0	S0	-	-	0	D	2	162	0	0	-
1679466335.304683	CkCtfFddyB6leAVtl	192.168.177.25	52850	224.0.0.252	5355	udp	dns	0.419408	66	0	S0	-	-	0	D	2	122	0	0	-
1679466337.688297	C163oq46yRR5g4k7p	fe80::ec8e:f796:f016:6de7	53990	ff02::1:3	5355	udp	dns	0.421467	66	0	S0	-	-	0	D	2	162	0	0	-
1679466337.688714	COJPah1i6d24yelud5	192.168.177.25	53990	224.0.0.252	5355	udp	dns	0.421605	66	0	S0	-	-	0	D	2	122	0	0	-
1679466340.063506	CyphDC4OpowlfOZQBb	fe80::ec8e:f796:f016:6de7	58922	ff02::1:3	5355	udp	dns	0.414723	66	0	S0	-	-	0	D	2	162	0	0	-
1679466340.063878	CdTY163LxMgxoHSI7f	192.168.177.25	58922	224.0.0.252	5355	udp	dns	0.414567	66	0	S0	-	-	0	D	2	122	0	0	-
1679466342.453875	CK4Gi42w0VHtiuCYQb	fe80::ec8e:f796:f016:6de7	55001	ff02::1:3	5355	udp	dns	0.416735	66	0	S0	-	-	0	D	2	162	0	0	-
1679466342.454259	Co3NUXb8Xuw5id5L7	192.168.177.25	55001	224.0.0.252	5355	udp	dns	0.416586	66	0	S0	-	-	0	D	2	122	0	0	-
1679466344.848164	C3tKDr1htUUqSiraD5	fe80::ec8e:f796:f016:6de7	59422	ff02::1:3	5355	udp	dns	0.418484	66	0	S0	-	-	0	D	2	162	0	0	-
